"logS","smiles","Category"
-4.48,"Clc1cc(Cl)cc(Cl)c1","no soluble"
-4.8,"CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O","no soluble"
-4.38,"CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O","no soluble"
-4.93,"C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O","no soluble"
-1.34,"Oc1cc(Cl)cc(Cl)c1","no soluble"
-5.8,"Clc1cccc(-c2cccc(Cl)c2)c1","no soluble"
-4.88,"Clc1cccc(-c2ccccc2)c1","no soluble"
-3.04,"Clc1cccc(Cl)c1","no soluble"
-4.53,"CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1","no soluble"
-2.59,"O=C(O)c1cccc(Cl)c1","no soluble"
-1.37,"Nc1cccc(Cl)c1","no soluble"
-2.62,"C#CC(C)OC(=O)Nc1cccc(Cl)c1","no soluble"
-3.38,"CC(C)OC(=O)Nc1cccc(Cl)c1","no soluble"
-2.78,"COc1cccc(Cl)c1","no soluble"
-2.22,"CC(Oc1cccc(Cl)c1)C(=O)O","no soluble"
-0.7,"Oc1cccc(Cl)c1","no soluble"
-6.56,"Clc1ccc(-c2ccc(Cl)cc2)cc1","no soluble"
-5.2,"Clc1ccc(-c2ccccc2)cc1","no soluble"
-5.93,"O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21","no soluble"
-6.9,"ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1","no soluble"
-5.91,"O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1","no soluble"
-3.08,"Cc1ccc(Cl)cc1","no soluble"
-5.84,"CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O","no soluble"
-3.27,"Clc1ccc(Cl)cc1","no soluble"
-4.53,"CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1","no soluble"
-4.62,"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1","no soluble"
-3.31,"O=C(O)c1ccc(Cl)cc1","no soluble"
-4.43,"COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C","no soluble"
-1.66,"Nc1ccc(Cl)cc1","no soluble"
-2.84,"CC(=O)Nc1ccc(Cl)cc1","no soluble"
-2.89,"CN(C)C(=O)Nc1ccc(Cl)cc1","no soluble"
-3.9,"C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1","no soluble"
-2.57,"CON(C)C(=O)Nc1ccc(Cl)cc1","no soluble"
-4.89,"CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1","no soluble"
-2.29,"O=C(O)COc1ccc(Cl)cc1","no soluble"
-2.78,"COc1ccc(Cl)cc1","no soluble"
-3.61,"CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1","no soluble"
-0.7,"Oc1ccc(Cl)cc1","no soluble"
-5.74,"CCOP(=S)(OCC)SCSc1ccc(Cl)cc1","no soluble"
-3.03,"CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1","no soluble"
-2.38,"Clc1ccccc1","no soluble"
-7.28,"ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl","no soluble"
-5.18,"ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl","no soluble"
-2.08,"CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2","no soluble"
-4.51,"ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl","no soluble"
-4.11,"CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21","no soluble"
-0.87,"Clc1cnc2ncncc2n1","no soluble"
-0.87,"Clc1cnc2cncnc2n1","no soluble"
-2.75,"Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl","no soluble"
-5.67,"CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl","no soluble"
-4.82,"COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl","no soluble"
-4.58,"CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1","no soluble"
-4.41,"CCN(CC)c1nc(Cl)nc(N(CC)CC)n1","no soluble"
-4.06,"CCNc1nc(Cl)nc(N(CC)CC)n1","no soluble"
-3.15,"CCNc1nc(Cl)nc(NC(C)(C)C#N)n1","no soluble"
-4.55,"CCNc1nc(Cl)nc(NCC)n1","no soluble"
-3.85,"CCNc1nc(Cl)nc(NC(C)C)n1","no soluble"
-3.79,"CCN(CC)c1nc(Cl)nc(NC(C)C)n1","no soluble"
-4.43,"CC(C)Nc1nc(Cl)nc(NC(C)C)n1","no soluble"
-1.72,"CCN(CC)C(=O)CSc1ccc(Cl)nn1","no soluble"
-3.66,"CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1","no soluble"
-4.95,"CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C","no soluble"
-5.38,"CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1","no soluble"
-5.38,"CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1","no soluble"
-2.87,"Nc1cnn(-c2ccccc2)c(=O)c1Cl","no soluble"
-2.48,"Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl","no soluble"
-4.91,"ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl","no soluble"
-4.88,"CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C","no soluble"
-4.23,"ClC(Cl)=CC(Cl)=C(Cl)Cl","no soluble"
-2.54,"ClC(Cl)=C(Cl)Cl","no soluble"
-3.39,"C=C(Cl)CSC(=S)N(CC)CC","no soluble"
-2.51,"CCC(C)(C)Cl","no soluble"
-1.64,"C=C(Cl)Cl","no soluble"
-6.29,"CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1","no soluble"
-8.02,"CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1","no soluble"
-2.69,"CC(Cl)C(C)(C)Cl","no soluble"
-1.96,"ClC=C(Cl)Cl","no soluble"
-1.84,"OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O","no soluble"
-3.76,"Clc1cccc(C(Cl)(Cl)Cl)n1","no soluble"
-3.67,"ClC(Cl)(Cl)C(Cl)(Cl)Cl","no soluble"
-2.18,"ClCC(Cl)(Cl)Cl","no soluble"
-2,"CC(Cl)(Cl)Cl","no soluble"
-6.62,"Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1","no soluble"
-7.15,"Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1","no soluble"
-6.89,"COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1","no soluble"
-2.6,"ClC(Cl)C(Cl)(Cl)Cl","no soluble"
-4.19,"O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl","no soluble"
-4.19,"O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl","no soluble"
-0.22,"COP(=O)(OC)C(O)C(Cl)(Cl)Cl","soluble"
-2.31,"ClC(Cl)(Cl)Cl","no soluble"
-2.17,"N#CC(Cl)(Cl)Cl","no soluble"
-5.67,"OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl","no soluble"
-5.4,"O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl","no soluble"
-2.39,"ClCc1ccccc1","no soluble"
-4.37,"O=C(Nc1cccc(Cl)c1)OCC#CCCl","no soluble"
-3.99,"CCCCCCCCl","no soluble"
-3.12,"CCCCCCCl","no soluble"
-2.73,"CCCCCCl","no soluble"
-2.03,"CCCCCl","no soluble"
-1.62,"ClCCCCl","no soluble"
-1.47,"CCCCl","no soluble"
-1.06,"ClCCCl","no soluble"
-0.29,"N#CCCCl","soluble"
-1.12,"ClCCOCCCl","no soluble"
-1.16,"O=S(CCCl)CCCl","no soluble"
-1.5,"O=S(=O)(CCCl)CCCl","no soluble"
-1.06,"CCCl","no soluble"
-1.36,"C=CCCl","no soluble"
-2,"CC(C)CCl","no soluble"
-0.11,"OC(CCl)CCl","soluble"
-6.34,"CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O","no soluble"
-0.63,"ClCCl","no soluble"
-0.09,"N#CCCl","soluble"
-4.19,"CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC","no soluble"
-3.26,"CCc1cccc(CC)c1N(COC)C(=O)CCl","no soluble"
-2.73,"CCc1cccc(C)c1N(C(=O)CCl)C(C)COC","no soluble"
-2.48,"CC(C)N(C(=O)CCl)c1ccccc1","no soluble"
-0.02,"NC(=O)CCl","soluble"
0.93,"O=C(O)CCl","soluble"
-1.5,"O=S(=O)(CCl)CCCl","no soluble"
-1.75,"C=CCl","no soluble"
-3.77,"COC(=O)C(Cl)Cc1ccc(Cl)cc1","no soluble"
-2.63,"CCCC(C)Cl","no soluble"
-2.63,"CCC(Cl)CC","no soluble"
-1.96,"CCC(C)Cl","no soluble"
-1.92,"ClCC(Cl)CCl","no soluble"
-1.6,"CC(Cl)CCl","no soluble"
-1.41,"CC(C)Cl","no soluble"
-2.7,"CC(Cl)C(C)Cl","no soluble"
-2.68,"NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O","no soluble"
-2.4,"CCCC(Cl)Cl","no soluble"
-1.48,"ClCC(Cl)Cl","no soluble"
-5.03,"O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O","no soluble"
-1.29,"CC(Cl)Cl","no soluble"
-6.51,"Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1","no soluble"
-7.2,"Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1","no soluble"
-1.74,"ClC(Cl)C(Cl)Cl","no soluble"
-1.17,"ClC(Cl)Cl","no soluble"
-1.62,"C=CCN(CC=C)C(=O)C(Cl)Cl","no soluble"
-5.03,"O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21","no soluble"
-2.15,"CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1","no soluble"
-1.3,"ClC=CCl","no soluble"
0.52,"CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC","soluble"
-4.08,"CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C","no soluble"
-2.6,"CC1(C)C(=O)N(Cl)C(=O)N1Cl","no soluble"
-7.28,"O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F","no soluble"
-6.02,"O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1","no soluble"
-2.38,"Fc1cc(F)c(F)cc1F","no soluble"
-2.31,"Fc1cc(F)c(F)c(F)c1","no soluble"
-7.34,"CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1","no soluble"
-4.49,"CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1","no soluble"
-1.8,"OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F","no soluble"
-3.37,"OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F","no soluble"
-4.32,"CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1","no soluble"
-3.43,"CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F","no soluble"
-4.1,"CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C","no soluble"
-4.71,"CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C","no soluble"
-4.9,"CC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C","no soluble"
-4.9,"CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C","no soluble"
-3.64,"CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO","no soluble"
-5.61,"CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO","no soluble"
-4.13,"CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C","no soluble"
-3.69,"CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F","no soluble"
-2,"Fc1cccc(F)c1","no soluble"
-2.54,"Fc1ccc(CCl)cc1","no soluble"
-4.43,"O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1","no soluble"
-1.97,"Fc1ccc(F)cc1","no soluble"
-1.78,"CC(=O)Nc1ccc(F)cc1","no soluble"
-1.8,"Fc1ccccc1","no soluble"
-1.07,"O=c1[nH]cc(F)c(=O)[nH]1","no soluble"
-0.97,"Nc1nc(=O)[nH]cc1F","no soluble"
-3.04,"FC(F)(Cl)C(F)(Cl)Cl","no soluble"
-3.12,"FC(F)(Cl)C(F)(F)Cl","no soluble"
-4.21,"CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21","no soluble"
-3.59,"NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O","no soluble"
-1.6,"O=C(O)c1ccccc1C(F)(F)F","no soluble"
-4.15,"OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1","no soluble"
-4.52,"CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1","no soluble"
-5.3,"CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21","no soluble"
-8,"CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1","no soluble"
-4.44,"Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1","no soluble"
-8.4,"FC(F)(F)c1cccc(C(c2ccccc2)(c2ccccc2)n2cncn2)c1","no soluble"
-4.05,"O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1","no soluble"
-4.04,"CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl","no soluble"
-1.47,"Nc1cccc(C(F)(F)F)c1","no soluble"
-4.36,"O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1","no soluble"
-4.17,"O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1","no soluble"
-3.43,"CN(C)C(=O)Nc1cccc(C(F)(F)F)c1","no soluble"
-2.51,"FC(F)(F)c1ccccc1","no soluble"
0.3,"CC(O)C(F)(F)F","soluble"
-7.32,"Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F","no soluble"
-8.18,"CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1","no soluble"
-3.24,"CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C","no soluble"
-3.8,"Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F","no soluble"
-4.8,"O=C1c2ccccc2Cc2ccccc2N1CCF","no soluble"
-6.88,"CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1","no soluble"
-4.55,"Ic1cccc2ccccc12","no soluble"
-5.22,"NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O","no soluble"
-2.86,"NC(Cc1cc(I)c(O)c(I)c1)C(=O)O","no soluble"
-3.61,"N#Cc1cc(I)c(O)c(I)c1","no soluble"
-3.31,"O=C(O)c1cc(I)cc(I)c1O","no soluble"
-6.62,"COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl","no soluble"
-3.54,"Clc1ccccc1I","no soluble"
-4.21,"O=C(Nc1ccccc1)c1ccccc1I","no soluble"
-2.73,"O=C(O)c1ccccc1I","no soluble"
-3.55,"Clc1cccc(I)c1","no soluble"
-3.27,"O=C(O)c1cccc(I)c1","no soluble"
-4.56,"Brc1ccc(I)cc1","no soluble"
-4.03,"Clc1ccc(I)cc1","no soluble"
-3.13,"Fc1ccc(I)cc1","no soluble"
-3.25,"CC(=O)Nc1ccc(I)cc1","no soluble"
-2.78,"Ic1ccccc1","no soluble"
-3.46,"Ic1[nH]c(I)c(I)c1I","no soluble"
-4.81,"CCCCCCCI","no soluble"
-2.96,"CCCCI","no soluble"
-2.29,"CCCI","no soluble"
-0.43,"O=C(O)CCI","soluble"
-1.6,"CCI","no soluble"
-2.34,"ICI","no soluble"
-1,"CI","no soluble"
-2.09,"CC(C)I","no soluble"
-3.22,"IC=CI","no soluble"
-1.32,"O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CN3C=C=CC=C3)CSC12","no soluble"
-1.99,"Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]","no soluble"
-2.68,"c1cnc2c(c1)ccc1ncccc12","no soluble"
-3.97,"Cc1ccnc2c1ccc1c(C)ccnc12","no soluble"
-2.78,"c1ccc2c(c1)cnc1ccccc12","no soluble"
-3.36,"c1ccc2c(c1)ccc1ncccc12","no soluble"
-5.54,"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1","no soluble"
-1.94,"Cc1cc(C)c2ccccc2n1","no soluble"
-1.2,"Cc1cc(O)c2ccccc2n1","no soluble"
-2.54,"Oc1cccc2ncccc12","no soluble"
-1.87,"COc1ccc2c(c1O)C13CCN(C)C1(C=CC(=O)C3)CC2","no soluble"
-3.67,"c1ccc2nc3ccccc3cc2c1","no soluble"
-3.04,"Cc1ccc2c(c1)Oc1ncc(N)cc1C(=O)N2C","no soluble"
-2.16,"Oc1ccc2ncccc2c1","no soluble"
-5.4,"c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1","no soluble"
-1.94,"Cc1ccc2ccc(C)nc2c1","no soluble"
-3.93,"Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2","no soluble"
-2.42,"Oc1cccc2cccnc12","no soluble"
-1.3,"c1ccc2ncccc2c1","no soluble"
-4.19,"CN(C)CCCN1c2ccccc2CCc2ccccc21","no soluble"
-3.66,"CNCCCN1c2ccccc2CCc2ccccc21","no soluble"
-4.75,"CCN1c2ccccc2C(=O)N(C)c2ccccc21","no soluble"
-3.68,"CCN1C(=O)c2ccccc2Oc2ccccc21","no soluble"
-3.67,"CN1C(=O)c2cccnc2Oc2ccccc21","no soluble"
-2.68,"c1ccc2c(c1)ccc1nccnc12","no soluble"
-2.09,"COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43","no soluble"
-3.32,"O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46","no soluble"
-1.52,"COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341","no soluble"
-3.28,"CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5","no soluble"
-1.87,"COc1ccc2c(c1O)C13CCN(C)C(C2)C1C=CC(=O)C3","no soluble"
-2.82,"CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O","no soluble"
-0.48,"CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12","soluble"
-1.91,"CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2","no soluble"
-2.23,"COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C","no soluble"
-0.02,"CN1C2CCC1C(C(=O)O)C(O)C2","soluble"
-4.55,"CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21","no soluble"
-3.36,"CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21","no soluble"
0.06,"Cc1cnc2cncnc2n1","soluble"
-0.91,"COc1cnc2cncnc2n1","no soluble"
-3.19,"Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","no soluble"
-3.32,"CCN1c2ccccc2N(C)C(=O)c2cccnc21","no soluble"
-4.87,"CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21","no soluble"
-5.15,"CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21","no soluble"
-2.86,"CCN1C(=O)c2cccnc2N(CC)c2ncccc21","no soluble"
-2.62,"CCN1c2ncccc2C(=O)N(C)c2cccnc21","no soluble"
-0.12,"Cc1ncc2nccnc2n1","soluble"
-1.11,"COc1ncc2nccnc2n1","no soluble"
-1.95,"Oc1ncc2nccnc2n1","no soluble"
0.02,"c1cnc2ncncc2n1","soluble"
-0.47,"Cc1ncnc2nccnc12","soluble"
-1.11,"COc1ncnc2nccnc12","no soluble"
0.06,"Cc1cnc2ncncc2n1","soluble"
-1.14,"COc1cnc2ncncc2n1","no soluble"
-1.95,"Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O","no soluble"
-1.23,"OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O","no soluble"
-1.39,"Cn1c(=O)c2[nH]cnc2n(C)c1=O","no soluble"
-3.68,"Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C","no soluble"
-2.68,"O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1","no soluble"
0.38,"Cc1cccnc1C","soluble"
0.38,"Cc1ccnc(C)c1","soluble"
0.4,"Cc1ccc(C)nc1","soluble"
0.45,"Cc1cccc(C)n1","soluble"
-1.42,"c1ccc(-c2ccccn2)nc1","no soluble"
0.51,"CCc1ccccn1","soluble"
1.02,"Oc1ccccn1","soluble"
-3.14,"COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C","no soluble"
-4.11,"COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3","no soluble"
-1.89,"CCOC(=O)C1(c2ccccc2)CCN(C)CC1","no soluble"
1,"CN1CCCC1=O","soluble"
-1.42,"CN(C)C1C(O)=C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12","no soluble"
0.23,"CN1CCCCC1","soluble"
-3.46,"O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1","no soluble"
-0.17,"O=NN1CCCCC1","soluble"
-2.07,"OC1CCN2C1=Nc1ccccc1C2O","no soluble"
0.81,"COC(=O)C1=CCCN(C)C1","soluble"
-3.64,"COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC","no soluble"
-2.15,"CC(C)CNC(=O)N1CCNC1=O","no soluble"
-2.98,"CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21","no soluble"
1,"CN1CCOCC1","soluble"
0.72,"C[N+](C)(C)CC(=O)O","soluble"
-1.45,"c1ccc2cnccc2c1","no soluble"
-1.89,"C1CCN2CC3CC(CN4CCCCC34)C2C1","no soluble"
0.36,"Cc1ccncc1C","soluble"
0.38,"Cc1cncc(C)c1","soluble"
0.96,"OCc1cccnc1","soluble"
-0.46,"COC(=O)c1cccnc1","soluble"
-0.84,"O=C(O)c1cccnc1","no soluble"
-0.46,"Oc1cccnc1","soluble"
0.79,"CN1CCCC1c1cccnc1","soluble"
-1.55,"Cc1cccc(C)c1NC(=O)C1CCCCN1C","no soluble"
-2.63,"CCC1CN2CCC1CC2C(O)c1ccnc2ccccc12","no soluble"
-2.76,"C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12","no soluble"
-3.07,"C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12","no soluble"
-1.54,"c1cc(-c2ccncc2)ccn1","no soluble"
1.02,"Oc1ccncc1","soluble"
0.76,"c1ccncc1","soluble"
-0.17,"Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O","soluble"
-0.97,"Cn1c(=O)c2c(ncn2C)n(C)c1=O","no soluble"
-2.52,"Cn1cnc2c1c(=O)[nH]c(=O)n2C","no soluble"
-1.23,"O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O","no soluble"
-4.74,"CCOC(=O)c1cncn1C(C)c1ccccc1","no soluble"
-2.6,"COc1ccc(C(O)(c2cncnc2)C2CC2)cc1","no soluble"
1.1,"c1cncnc1","soluble"
-1.16,"c1ccc2ocnc2c1","no soluble"
-3.37,"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21","no soluble"
0.96,"Cn1ccccc1=O","soluble"
-0.8,"Cn1ccc(=O)[nH]c1=O","no soluble"
-4.88,"CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21","no soluble"
-4.59,"O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2","no soluble"
-1.56,"Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O","no soluble"
-2.23,"CCC1(CC)C(=O)NC(=O)N(C)C1=O","no soluble"
-2.74,"CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O","no soluble"
-2.92,"Cc1ccccc1-n1c(C)nc2ccccc2c1=O","no soluble"
-7.42,"c1ccc2c(c1)ccc1c3ccc4ccccc4c3[nH]c21","no soluble"
-4.97,"c1ccc2c(c1)[nH]c1ccccc12","no soluble"
-2.57,"CCC(N)Cc1c[nH]c2ccccc12","no soluble"
-1.23,"NC(Cc1c[nH]c2ccccc12)C(=O)O","no soluble"
-2.07,"O=C(O)Cc1c[nH]c2ccccc12","no soluble"
-2.42,"Cc1c[nH]c2ccccc12","no soluble"
-1.52,"c1ccc2[nH]ccc2c1","no soluble"
-2.14,"O=c1ccc2ccccc2[nH]1","no soluble"
-2.12,"Nc1ncnc2[nH]cnc12","no soluble"
-3.93,"O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1","no soluble"
-2.61,"O=C1NC(=O)c2ccccc21","no soluble"
-3.93,"O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12","no soluble"
-2.93,"O=C1NC(=O)C2C=CC=CC12","no soluble"
-2.34,"CCC1(c2ccccc2)CCC(=O)NC1=O","no soluble"
0.3,"O=C1CCC(=O)N1","soluble"
-1.13,"CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1","no soluble"
-6.52,"CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O","no soluble"
-6.3,"CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O","no soluble"
-5.89,"CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O","no soluble"
-4.68,"CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O","no soluble"
-5.07,"CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O","no soluble"
-4.91,"CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O","no soluble"
-4.47,"CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O","no soluble"
-4.1,"O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1","no soluble"
0.36,"O=c1cccc2n1CC1CNCC2C1","soluble"
